5330009, 1033606
11842109, 100334
4944608, 1034200
15566581, 1065057
11934354, 101493
7877404, 1036937
4875195, 1033801
10773070, 105360
4921983, 1034063
15743466, 1065315
10592246, 102424
15781491, 1069008
15642160, 1064109
15813994, 1074347
11861925, 101256
11972320, 107726
11918828, 100357
15693964, 1065106
15566610, 1065084
4867651, 1033775
11926966, 107836
11914147, 100325
15642136, 1064896
4893624, 1033952
2682081, 1035935
15819609, 1074751
10871356, 102736
4929622, 1034115
15788752, 1069517
11842122, 100355
10637317, 102554
15824063, 1075925
15737066, 1054884
15566592, 1065069
10592193, 102487
10908343, 102649
10734213, 102840
4890041, 1033895
15469579, 1065024
11945180, 103660
15781494, 1069011
9536625, 1043970
10648792, 102576
4914687, 1034039
5342755, 1033697
11918829, 101394
12024806, 1044493
5341039, 1033671
11943073, 101395
10885145, 1044181
11884630, 101366
10637328, 102543
10734195, 102818
10871368, 102729
15642161, 1064095
11972898, 102765
10592181, 102481
10908349, 102684
11809887, 100286
10871405, 102710
10871376, 102731
4904732, 1034016
11861908, 101240
10773087, 105374
2682079, 1035933
11155720, 1044324
10710427, 102784
4934511, 1034178
10592243, 102458
10592170, 102453
10710430, 102789
10885130, 1044151
11809878, 100305
2051850, 1036337
15743496, 1064127
15755745, 1062872
10648787, 102577
10710424, 102792
15781493, 1069010
11967146, 107028
4945332, 1034193
10773073, 105381
4875610, 1033825
12194424, 1044527
4890043, 1033897
10592207, 102423
15566594, 1065065
15743478, 1065321
10592272, 102496
10871366, 102724
10871412, 102704
11914144, 101407
11842116, 100352
16562269, 1033750
8377544, 1036746
11914129, 102766
10885132, 1044109
10637318, 102561
10648797, 102566
11861904, 101245
15813989, 1074353
10871367, 102721
12194427, 1044530
11943069, 101403
15760842, 1064143
9060203, 1043869
15566604, 1065051
11914149, 101378
15642130, 1064886
10710438, 102804
4894769, 1033958
9536626, 1043971
9536618, 1043939
11861903, 101248
4904724, 1034020
4558442, 1034934
10666469, 102596
15824058, 1075926
5342752, 1033693
15805120, 1074310
5324023, 1033553
8824676, 1037058
10871342, 102631
10592214, 102404
15469577, 1065023
10908344, 102657
10648780, 102571
10871364, 102718
15757365, 1064849
10954968, 1044287
11809884, 100304
12754764, 1044597
15912191, 1074707
12617018, 1044762
10666445, 102592
15800204, 1072804
4929623, 1034117
15693959, 1065118
10908348, 102683
10592227, 102419
10734194, 102822
12617023, 1044767
10773084, 105369
10648784, 102583
8421390, 1036667
10871379, 102720
10505400, 1044074
8824678, 1037060
4565929, 1035008
15767283, 1065251
10871355, 102641
10773082, 105359
10592217, 102429
4875614, 1033829
10606669, 102533
10637329, 102562
11861919, 101241
10773096, 105387
10871362, 102726
4565926, 1035005
10756200, 103282
4558435, 1034927
10756197, 103308
10734203, 102816
5342760, 1033702
15535849, 1064077
7643673, 1037003
10773091, 105364
11842120, 100346
15535856, 1064086
4885495, 1033860
5330008, 1033605
10908331, 102659
10648785, 102575
4884221, 1033863
15535845, 1064075
11917009, 101832
10908366, 102692
4875192, 1033798
11960556, 103668
8145606, 1036808
11978182, 103664
4565925, 1035004
15743501, 1064135
15693980, 1065116
2405217, 1035998
10829423, 1044251
10606636, 102500
11373860, 1044354
8145610, 1036812
15743502, 1064134
15469576, 1065015
5331696, 1033644
7808100, 1036913
2682083, 1035937
11960558, 103670
10885139, 1044732
11917031, 101830
8377548, 1036751
11934353, 103667
15693974, 1065121
2214952, 1036145
15802627, 1074182
11688255, 1044424
10908338, 102668
15642153, 1064901
4565927, 1035006
8936059, 1037093
15743482, 1065324
4558436, 1034926
11842105, 100345
1435019, 1036631
4944609, 1034201
4928501, 1034120
12488617, 102137
10666462, 102611
9060205, 1043871
10871369, 102732
10637332, 102544
15693962, 1065104
11861900, 101237
10592174, 102463
10734212, 102839
15912186, 1074506
10908329, 102648
5342759, 1033701
10871372, 102730
2051849, 1036336
15743510, 1064133
10592249, 102387
11914123, 100782
15535840, 1064875
10829424, 1044252
11917038, 101856
4890042, 1033896
11917012, 101831
15743488, 1065335
11884246, 100786
10885134, 1044111
9624805, 1044005
15800209, 1072809
11884646, 101371
10756198, 103303
15642152, 1064903
1435023, 1036635
11809892, 100288
9536621, 1043966
4944605, 1034196
15743470, 1065320
15817567, 1074747
7877402, 1036935
15757364, 1064851
10592258, 102399
11809902, 100313
10592196, 102417
15469572, 1065019
8824679, 1037061
10592212, 102473
2668665, 1035872
10908341, 102669
10606641, 102513
10908327, 102652
2668667, 1035874
10908332, 102647
15642169, 1064098
10871393, 102709
11842118, 100337
15814811, 1074720
11809890, 100292
9796575, 1044036
11884633, 101361
16562320, 1044291
11914132, 102336
11911767, 102334
4904730, 1034014
16562270, 1033830
8483339, 1036712
10666447, 102617
10666455, 102612
15535835, 1064873
10592182, 102478
4864424, 1033733
10908358, 102682
4864423, 1033731
11235052, 1044698
10606671, 102535
10666463, 102616
5331694, 1033641
10871410, 102716
11914131, 101383
10908339, 102655
12617021, 1044765
4863671, 1033749
15535833, 1064867
1886429, 1036482
9624802, 1044002
11884632, 101365
15813993, 1074356
1518341, 1036588
9796578, 1044039
4932886, 1034144
15781492, 1069009
15737067, 1054887
11809879, 100295
10773080, 105361
4921979, 1034059
10592201, 102394
12617025, 1044770
15642171, 1064100
8246646, 1036778
1753841, 1036419
1583977, 1036564
4558180, 1034956
16562309, 1036918
15814814, 1074723
10871350, 102636
4914683, 1034034
11861918, 101230
8421388, 1036665
10908334, 102643
11914150, 101408
11914143, 101388
15912198, 1074714
8377543, 1036745
15566597, 1065073
10592236, 102448
15693967, 1065114
15743474, 1065318
7877406, 1036939
11960562, 107797
5341034, 1033666
11922865, 100322
15642144, 1064888
15809229, 1074396
10908351, 102672
1583976, 1036563
12905917, 1044631
10592273, 102467
15469603, 1065013
11914135, 101384
10908340, 102661
5947792, 1033609
10908346, 102681
2651824, 1035821
15736980, 1044834
10773092, 105362
4558185, 1034954
8952292, 1037168
15813983, 1074350
15535855, 1064089
10710421, 102794
5500189, 1034082
10908362, 102686
10756192, 103274
11917014, 101838
11809877, 100290
15912195, 1074711
11960552, 102332
15535847, 1064076
15469575, 1065021
10637323, 102553
15693975, 1065102
11861927, 101258
2651826, 1035823
10908347, 102688
10871388, 102750
11929614, 107842
15743509, 1064137
16562300, 1036525
10908333, 102646
10908316, 102650
2682080, 1035934
11985779, 102755
10871395, 102713
11884247, 101373
10592262, 102446
10592200, 102393
10734191, 102828
11861905, 101252
4867647, 1033770
10871378, 102740
10592194, 102397
15469578, 1065027
9624804, 1044004
7934323, 1036885
7808101, 1036914
11809891, 100291
8936063, 1037097
1583972, 1036558
15737065, 1054883
11877985, 1044460
10710419, 102797
5325878, 1033591
7739299, 1036976
10592233, 102407
